time_s,numerical_displacement_mm,exact_displacement_mm,velocity_m_per_s,mount_load_N,energy_J,damping_power_W
1.538,1.5818646348128036,1.5818653465745727,0.027526948500545392,6.877997509262122,0.00879325591450128,0.015154657875033563
1.54,1.635530281665684,1.6355309436112508,0.026132473336104085,7.064770593384818,0.008764449417801818,0.01365812325324382
1.542,1.6863704212861903,1.6863710324283485,0.02470184205130268,7.239518526170815,0.008738595399215452,0.012203620014550108
1.544,1.7343151622036794,1.7343157216379148,0.023237483115207933,7.402010311118876,0.008715601271347018,0.010799612430591476
1.546,1.7792995147233561,1.7793000216291621,0.02174186915168771,7.5520354419271785,0.008695357897235089,0.009454177484182195
1.548,1.8212634751203158,1.8212639287624022,0.020217512815374813,7.689404156788759,0.008677740413813882,0.008174956488796896
1.55,1.8601521015369245,1.8601525012662776,0.018666962620181218,7.813947658551323,0.008662609149020686,0.0069691098692648565
1.552,1.8959155814954862,1.895915926750273,0.01709279872721234,7.925518300526192,0.008649810625959695,0.005843275366579834
1.554,1.9285092909518737,1.9285095812582305,0.01549762869896832,8.023989737786861,0.00863917864703083,0.00480352990582173
1.556,1.9578938448296082,1.9578940798022733,0.013884083226745801,8.109257043853349,0.008630535450479352,0.0038553553409440824
1.558,1.984035138987717,1.9840353183305133,0.012254811838168674,8.181236792714241,0.008623692931420615,0.0030036082637783816
1.56,2.00690438358956,2.0069045070957543,0.010612478591780525,8.23986710619385,0.008618453919046984,0.002252494037219999
1.562,2.0264781278536756,2.0264781954061677,0.008959757765624358,8.285107666727189,0.008614613501432007,0.0016055451843733197
1.564,2.0427382761815283,2.042738287752921,0.007299329546717191,8.316939695660457,0.008611960389112057,0.001065604236631572
1.566,2.0556720956708414,2.0556720513233517,0.005633875728298104,8.335365897249329,0.008610278308449031,0.0006348111144381299
1.568,2.0652722150368987,2.065272114922123,0.0039660754216884276,8.340410368581363,0.008609347415659442,0.0003145950850104208
1.57,2.0715366149778403,2.0715364593363867,0.0022986007895521585,8.332118475702405,0.008608945722336347,0.00010567131179459612
1.572,2.0744686100334913,2.0744683991944646,0.000634112807283412,8.310556696279633,0.008608850523290374,8.041981047216993e-06
1.574,2.0740768220006474,2.0740765563809886,-0.001024742940824043,8.275812429186109,0.008608839817594454,2.100196189537416e-05
1.576,2.0703751449809635,2.0703748250846563,-0.0026753404240522204,8.22799377144281,0.008608693713832731,0.00014314892769135828
1.578,2.0633827021506566,2.0633823285677897,-0.004315077279898638,8.167229263004653,0.008608195810726577,0.0003723978386299486
1.58,2.053123794354089,2.053123367759786,-0.005941378874501886,8.093667599926318,0.00860713454453775,0.0007059996586075458
1.582,2.0396278406359487,2.039627361789158,-0.0075517023025866315,8.007477316492063,0.008605304494928988,0.0011405641533378445
1.584,2.0229293108391495,2.0229287805813065,-0.009143540320783213,7.908846436940934,0.008602507641293255,0.0016720865919557675
1.586,2.0030676504077407,2.0030670696612947,-0.010714425208307895,7.797982097464805,0.008598554561942091,0.0022959781508884738
1.588,1.9800871975460028,1.980086567312819,-0.012261932549129835,7.675110139201415,0.008593265568968216,0.003007099796788194
1.59,1.9540370928965096,1.9540364142561482,-0.013783684929899603,7.540474672988046,0.008586471772064593,0.0037997994049348287
1.592,1.9249711819112207,1.924970456019086,-0.015277355548071463,7.394337616683454,0.008578016065088314,0.004667951850843798
1.594,1.8929479101006548,1.8929471381860292,-0.016740671724817226,7.236978205906275,0.008567754029699347,0.005605001795961899
1.596,1.8580302113568137,1.8580293947207853,-0.018171418317503053,7.0686924790771934,0.008555554750977717,0.0066040088733937095
1.598,1.8202853895558142,1.8202845295690728,-0.01956744102668184,6.88979273768962,0.008541301540524083,0.007657694966653432
1.6,1.7797849936560834,1.7797840917566299,-0.02092664959274233,6.700606982769488,0.008524892563173883,0.008758493263548455
1.602,1.7366046865175009,1.736603744208232,-0.022247020877551753,6.501478328518968,0.008506241364100213,0.009898598758524472
1.604,1.6908241076759993,1.690823126522201,-0.023526601826630925,6.292764394171379,0.008485277293740847,0.01107001987017667
1.606,1.6425267303168416,1.6425257119435916,-0.024763512307609377,6.074836675115179,0.008461945828656274,0.01226463083618242
1.608,1.5917997126980923,1.5917986587875714,-0.025955947820922528,5.848079894373918,0.008436208787103723,0.013474224545649057
1.61,1.5387337442836526,1.5387326565723358,-0.027102182078933047,5.6128913355559495,0.008408044438792575,0.014690565468792792
1.612,1.483422886852641,1.483421767128457,-0.02820056944988386,5.369680158412886,0.00837744750896506,0.01590544234595446
1.614,1.4259644108588585,1.4259632609582469,-0.029249547263320404,5.118866698169026,0.008344429077618173,0.01711072030218428
1.616,1.366458627320566,1.3664574491254309,-0.03024763797385428,4.860881749805179,0.008309016375344369,0.01829839205994703
1.618,1.3050087155268204,1.3050075109614732,-0.031193451180379243,4.596165838499696,0.00827125247791544,0.019460627930854065
